DATE,CCR,AGE,GENDER,RACE,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y,ARRESTTIMEONLY,high_temp,low_temp,precipitation
3/24/18,18054869,24,F,W,"800 Block E Warrington AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"800 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99357756,40.42153188,20:44:00,22,41,0
4/12/18,18067351,42,M,B,"2400 Block Starkamp ST Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"2400 Block Starkamp ST Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.01591079,40.39351287,06:07:00,48,77,0.01
4/18/18,18071569,39,M,B,"800 Block Georgia AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"800 Block Georgia AV Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.99548638,40.40944134,06:35:00,30,53,0.02
4/20/18,18073162,40,M,B,"1900 Block St Ives ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1900 Block St Ives ST Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.02264548,40.45948209,15:18:00,28,53,0.02
4/25/18,18076013,19,M,H,"100 Block Rhine PL Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"100 Block Rhine PL Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99409859,40.4667862,14:46:00,44,57,0.47
4/26/18,18077068,63,M,B,"1200 Block Paulson AV Pittsburgh, PA 15206",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1200 Block Paulson AV Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90323672,40.46792725,06:00:00,38,61,0
5/2/18,18081516,34,M,B,"900 Block Monroeville AV Pittsburgh, PA 15145",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"900 Block Monroeville AV Pittsburgh, PA 15145",Outside City,OSC,5599,,,-79.82021124,40.40882115,14:18:00,52,83,0
5/3/18,18082065,27,M,B,Zone 3,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,Zone 3,,3,,,,,,06:13:00,67,83,0
5/11/18,18088201,21,M,B,"2000 Block Brownsville RD Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"2000 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2901,4,3,-79.98686442,40.39495799,16:32:00,54,65,0.14
5/13/18,18083946,25,M,B,"700 Block Mc Lain ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"700 Block Mc Lain ST Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99581067,40.42415661,21:05:00,56,74,0.46
5/20/18,17223121,22,F,B,"7200 Block Frankstown AV Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"N Homewood AV & Frankstown AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629786,40.45739668,19:52:00,63,73,0.67
6/1/18,18103396,17,M,W,"3400 Block California AV Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"3400 Block California AV Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03972469,40.4763859,06:45:00,67,78,0
6/5/18,18104666,50,F,W,"800 Block Excelsior ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"800 Block Excelsior ST Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99372339,40.42278859,17:20:00,53,72,0.01
6/26/18,18071954,29,M,B,"900 Block Second AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"300 Block Copperfield AV Pittsburgh, PA 15210",Carrick,3,2901,4,3,-79.99133364,40.39508167,03:00:00,60,78,0
7/2/18,18125259,18,M,B,"7200 Block Frankstown AV Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"7200 Block Frankstown AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.8962698,40.45738892,14:08:00,71,89,0
7/6/18,18127643,27,M,B,"Chartiers AV & Emporia ST Pittsburgh, PA 15204",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Chartiers AV & Emporia ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.05991853,40.45387513,03:32:00,66,79,0.33
7/18/18,18136981,52,F,B,"500 Block Melrose AV Pittsburgh, PA 15214",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"500 Block Melrose AV Pittsburgh, PA 15214",Perry South,1,2614,,,,,18:25:00,60,79,0
7/25/18,18141736,28,F,W,"2300 Block Patterson ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"2300 Block Patterson ST Pittsburgh, PA 15203",South Side Slopes,3,1608,3,3,-79.97406893,40.41936978,04:45:00,68,79,1.04
7/25/18,18141769,33,M,B,"1200 Block Brookline BL Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1200 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,3206,4,5,-80.01299391,40.39194358,06:07:00,68,79,1.04
7/25/18,18142348,47,M,W,"Hazlett ST & East ST Pittsburgh, PA 15214",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Hazlett ST & East ST Pittsburgh, PA 15214",Northview Heights,1,2609,6,1,-80.00517528,40.47464488,22:46:00,68,79,1.04
7/25/18,18141623,20,F,B,"Darlington RD & E Circuit RD Pittsburgh, PA 15217",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Darlington RD & E Circuit RD Pittsburgh, PA 15217",Squirrel Hill South,4,1413,5,3,-79.93356053,40.43563528,00:03:00,68,79,1.04
8/3/18,18148818,23,M,W,"1300 Block Herman ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1300 Block Herman ST Pittsburgh, PA 15212",Troy Hill,1,2406,,,,,19:35:00,67,76,0
9/26/18,18190050,24,M,B,"200 Block Albert ST Pittsburgh, PA 15211",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"200 Block Albert ST Pittsburgh, PA 15211",Mount Washington,3,1915,,,,,18:41:00,56,73,0.36
10/5/18,18196664,42,M,W,"1700 Block Belasco AV Pittsburgh, PA 15216",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1700 Block Belasco AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02735129,40.40855477,08:17:00,50,67,0.56
10/11/18,18201219,18,M,W,"30th ST & Liberty AV Pittsburgh, PA 15201",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"30th ST & Liberty AV Pittsburgh, PA 15201",Strip District,2,203,7,6,-79.97211422,40.4582566,03:00:00,53,71,0.06
10/16/18,18205391,55,M,B,"200 Block Jumonville ST Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"200 Block Jumonville ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.97774922,40.43732027,19:45:00,34,51,0.16
12/7/18,18180360,53,M,B,"7200 Block Felicia WY Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"7200 Block Frankstown AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.8962698,40.45738892,19:31:00,19,30,0.07
12/8/18,18241509,37,M,W,"E Agnew AV & Redrose AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"E Agnew AV & Redrose AV Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98254835,40.39647575,17:33:00,18,26,0
12/11/18,18243268,20,M,B,"100 Block Grasmere ST Pittsburgh, PA 15205",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"100 Block Grasmere ST Pittsburgh, PA 15205",Oakwood,6,2812,2,5,-80.06550891,40.42804891,12:12:00,22,33,0
12/12/18,18244272,31,M,B,Zone 5,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,Zone 5,,5,,,,,,20:15:00,26,41,0
5/9/18,18086789,26,M,B,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30)* Delivery of Controlled Substance,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00169385,40.45331224,20:16:00,56,81,0
1/9/18,17205949,21,M,W,"1700 Block High ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"2700 Block Mission ST Pittsburgh, PA 15203",South Side Slopes,3,1608,3,3,-79.96919357,40.42218079,07:30:00,27,36,0.13
2/16/18,18030014,34,M,B,"100 Block Bausman ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"100 Block Bausman ST Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.98805131,40.41437893,06:39:00,29,61,2.36
3/30/18,18058395,21,M,B,"200 Block Reifert ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"200 Block Reifert ST Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.9921469,40.40808736,06:05:00,32,45,0.53
4/18/18,18071980,26,M,B,"5200 Block Gertrude ST Pittsburgh, PA 15207",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"5200 Block Gertrude ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9420798,40.40588667,18:42:00,30,53,0.02
6/21/18,17214115,25,M,B,"Chauncey DR & Bedford AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"7200 Block Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89699563,40.45551865,22:00:00,66,76,1.34
6/25/18,17214115,22,M,B,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"7200 Block Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89699563,40.45551865,14:30:00,63,78,0.09
6/28/18,17151439,30,M,B,"7200 Block Kelly ST Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"S 18th ST & Sidney ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98047174,40.42968686,16:14:00,67,81,0.43
8/31/18,18169758,23,M,B,"100 Block Fountain ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"100 Block Fountain ST Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.00193041,40.4587586,17:46:00,68,86,0
9/14/18,18180216,49,M,B,"10 Block Amanda AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"10 Block Amanda AV Pittsburgh, PA 15210",Allentown,3,1803,,,-79.98798971,40.41743391,06:05:00,67,81,0
12/12/18,18244156,35,M,B,"1500 Block Beechview AV Pittsburgh, PA 15216",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"1500 Block Beechview AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.0251387,40.41287601,16:49:00,26,41,0
7/24/18,18028429,27,M,B,"5100 Block Ladora WY Pittsburgh, PA 15207",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(30)* Delivery of Controlled Substance,"5800 Block Northumberland ST Pittsburgh, PA 15217",Squirrel Hill North,4,1403,8,3,-79.92333664,40.441423,18:11:00,70,84,0
10/16/18,18090331,37,M,W,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(a)(1) DUI - General Impairment,"6000 Block Buttermilk Hollow RD Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.9076575,40.3631268,15:00:00,34,51,0.16
2/21/18,17240600,26,F,B,"300 Block S Main ST Pittsburgh, PA 15220","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal","2700 Block Merwyn AV Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.04871352,40.45373936,12:45:00,43,70,0
8/21/18,18130084,42,F,B,"8400 Block Dersam ST Pittsburgh, PA 15221",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6110.2 Possesion of Firearm with Altered Mfg. Number / 627.02(b)(i) Possessing a small amount of marijuana,"8400 Block Dersam ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.878273,40.45782853,16:30:00,68,79,0.2
1/11/18,18006798,36,M,B,"600 Block Johnston AV Pittsburgh, PA 15207",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 627.02(b)(i) Possessing a small amount of marijuana,"600 Block Johnston AV Pittsburgh, PA 15207",Glen Hazel,4,1504,5,3,-79.93493858,40.40482294,20:08:00,43,61,0
3/15/18,18048585,29,M,B,"400 Block Avery ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication,"400 Block Avery ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00131232,40.45280701,17:14:00,28,42,0
8/24/18,18164169,33,M,W,"S 17th ST & Wrights WY Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication,"1700 Block Wrights WY Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98196555,40.42931736,19:24:00,53,76,0
9/7/18,18175231,28,M,B,"3200 Block E Carson ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication,"3200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,2,5,-80.05035239,40.46151075,19:14:00,72,86,0
5/11/18,18088377,27,M,B,"400 Block Winton ST Pittsburgh, PA 15211",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"400 Block Winton ST Pittsburgh, PA 15211",Mount Washington,3,1807,3,5,-80.00066557,40.42294434,21:10:00,54,65,0.14
2/4/18,18022555,36,M,W,"300 Block Cedar AV Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272,15:39:00,27,38,0
3/23/18,18053674,26,M,B,"7800 Block Bennett ST Pittsburgh, PA 15221",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"7800 Block Bennett ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88669602,40.45398706,06:39:00,21,38,0
7/25/18,18141736,27,M,H,"2300 Block Patterson ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"2300 Block Patterson ST Pittsburgh, PA 15203",South Side Slopes,3,1608,3,3,-79.97406893,40.41936978,04:45:00,68,79,1.04
11/5/18,18219005,31,M,B,"Arlington AV & E Warrington AV Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"Arlington AV & E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99232844,40.42181623,21:20:00,46,61,0.13
3/8/18,18043770,49,M,B,"3000 Block Pioneer AV Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver / 13(a)(31) Marijuana: Possession Small Amount,"3000 Block Pioneer AV Pittsburgh, PA 15226",Brookline,6,1918,4,5,-80.02852756,40.394596,06:12:00,24,32,0.02
3/26/18,18043770,36,F,B,"Liberty BRDG Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver / 13(a)(31) Marijuana: Possession Small Amount,"3000 Block Pioneer AV Pittsburgh, PA 15226",Brookline,6,1918,4,5,-80.02852756,40.394596,19:44:00,30,50,0
8/6/18,18150579,19,M,B,"1100 Block Sheffield ST Pittsburgh, PA 15233",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"1100 Block Sheffield ST Pittsburgh, PA 15233",Manchester,1,2107,6,1,-80.02126518,40.45421198,12:35:00,68,87,0.02
5/11/18,18087259,21,M,B,"1300 Block Federal ST N Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1700 Block Letsche ST Pittsburgh, PA 15214",Fineview,1,2509,6,1,-80.00823887,40.46262849,12:07:00,54,65,0.14
1/9/18,18005305,38,M,B,"3000 Block Wadlow ST Pittsburgh, PA 15212","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","3400 Block Sipe ST Pittsburgh, PA 15212",Brighton Heights,1,2703,1,1,-80.03741124,40.47751619,20:45:00,27,36,0.13
5/21/18,18094954,31,F,B,"100 Block West End Overlook DR Pittsburgh, PA 15220",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 627.02(b)(i) Possessing a small amount of marijuana,"100 Block West End Overlook DR Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03433228,40.44661379,01:23:00,58,81,0
1/2/18,18000896,30,M,B,"1100 Block Brabec ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,"1100 Block Brabec ST Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.99201674,40.45858179,13:57:00,5,14,0
1/10/18,18006095,21,M,B,"20 Block Meritt AV Pittsburgh, PA 15227",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,"20 Block Meritt AV Pittsburgh, PA 15227",Carrick,3,2904,4,3,-79.97834109,40.38388712,18:10:00,22,46,0
2/1/18,18020560,23,M,B,"5500 Block Margaretta ST Pittsburgh, PA 15206",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,"5500 Block Margaretta ST Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.93016028,40.46837078,12:39:00,26,45,0
3/27/18,18056660,17,M,B,Zone 1,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,Zone 1,,1,,,,,,15:17:00,36,51,0.1
6/8/18,18108994,40,M,B,"5500 Block Margaretta ST Pittsburgh, PA 15206",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,"5500 Block Margaretta ST Pittsburgh, PA 15206",Garfield,5,1114,9,2,-79.93016358,40.46837876,14:51:00,61,81,0
11/5/18,18218803,27,M,W,"100 Block Koehler ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication,"100 Block Koehler ST Pittsburgh, PA 15210",Outside City,OSC,5599,,,,,15:49:00,46,61,0.13
3/13/18,18047202,24,M,B,"20 Block Meritt AV Pittsburgh, PA 15227",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"20 Block Meritt AV Pittsburgh, PA 15227",Carrick,3,2904,4,3,-79.97834109,40.38388712,15:23:00,27,34,0
3/22/18,18053383,18,M,B,"1000 Block Western AV Pittsburgh, PA 15233",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"1000 Block Western AV Pittsburgh, PA 15233",Chateau,1,2108,6,1,-80.01894947,40.45156448,19:20:00,21,38,0.25
4/2/18,18060656,58,M,B,"400 Block Avery ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"400 Block Avery ST Pittsburgh, PA 15212",East Allegheny,1,2304,,,,,15:18:00,32,41,0.33
6/19/18,18117192,22,M,B,"500 Block Avery ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"400 Block Avery ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00131564,40.45281499,13:57:00,71,81,0
9/12/18,18179085,29,M,W,"4000 Block Howley ST Pittsburgh, PA 15224",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"4000 Block Howley ST Pittsburgh, PA 15224",Bloomfield,5,903,,,,,19:20:00,60,74,0.01
1/26/18,18016814,59,M,B,"Federal ST N & Parkhurst ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant,"Federal ST & Parkhurst ST Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.00701402,40.45662298,19:10:00,23,53,0
9/25/18,18189115,19,M,B,"7200 Block Frankstown AV Pittsburgh, PA 15208",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant,"7200 Block Frankstown AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.8962698,40.45738892,16:23:00,60,71,0.95
11/13/18,18206540,59,M,B,"Centre AV & Elmore ST Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant,"1200 Block Western AV Pittsburgh, PA 15233",Chateau,1,2108,6,1,-80.02196846,40.45121772,13:15:00,31,37,0.13
